OrderID,CustomerID,OrderDate,Region,Category,Product,Quantity,UnitPrice,Sales,Profit
2606,CUST685,08-08-2024,East,Office Supplies,Pen,3,₹ 358.33,"₹ 1,074.99",₹ 69.06
2607,CUST124,03-10-2024,East,Office Supplies,Envelope,10,₹ 821.77,"₹ 8,217.70","₹ 1,137.61"
2609,CUST636,04-05-2023,East,Office Supplies,Stapler,7,₹ 632.20,"₹ 4,425.40","₹ 1,216.24"
2615,CUST709,14-03-2024,East,Electronics,Laptop,1,₹ 419.47,₹ 419.47,₹ 131.66
2623,CUST728,26-01-2023,East,Electronics,Smartphone,4,₹ 146.10,₹ 584.40,₹ 119.35
2627,CUST531,22-02-2024,East,Office Supplies,Stapler,7,₹ 391.99,"₹ 2,743.93",₹ 918.93
2631,CUST350,07-07-2023,East,Electronics,Monitor,10,₹ 747.50,"₹ 7,475.00","₹ 1,894.05"
2634,CUST747,07-03-2023,East,Furniture,Table,1,₹ 786.23,₹ 786.23,₹ 58.43
2640,CUST202,25-02-2023,East,Furniture,Bookshelf,10,₹ 153.24,"₹ 1,532.40",₹ 392.83
2643,CUST979,20-08-2023,East,Office Supplies,Pen,2,₹ 760.12,"₹ 1,520.24",₹ 319.03
2644,CUST934,26-04-2024,East,Furniture,Table,10,₹ 436.02,"₹ 4,360.20","₹ 1,315.54"
2654,CUST596,05-10-2023,East,Furniture,Desk,1,"₹ 1,108.87","₹ 1,108.87",₹ 367.93
2655,CUST192,15-11-2024,East,Office Supplies,Notebook,9,₹ 831.49,"₹ 7,483.41","₹ 1,877.48"
2656,CUST890,04-02-2024,East,Office Supplies,Pen,8,₹ 552.67,"₹ 4,421.36","₹ 1,079.90"
2658,CUST202,23-12-2023,East,Furniture,Table,7,"₹ 1,122.41","₹ 7,856.87","₹ 2,662.49"
2661,CUST570,19-10-2024,East,Office Supplies,Notebook,9,₹ 208.05,"₹ 1,872.45",₹ 141.29
2665,CUST903,13-01-2023,East,Furniture,Bookshelf,10,₹ 823.02,"₹ 8,230.20","₹ 1,172.82"
2668,CUST506,01-07-2023,East,Electronics,Laptop,4,₹ 423.55,"₹ 1,694.20",₹ 490.92
2679,CUST185,15-08-2024,East,Furniture,Cabinet,3,₹ 256.90,₹ 770.70,₹ 72.52
2682,CUST907,21-10-2023,East,Electronics,Headphones,8,₹ 716.15,"₹ 5,729.20",₹ 480.86
2685,CUST183,17-12-2023,East,Furniture,Bookshelf,4,₹ 857.48,"₹ 3,429.92",₹ 302.04
2699,CUST504,06-03-2024,East,Furniture,Table,3,"₹ 1,013.29","₹ 3,039.87",₹ 483.03
2700,CUST427,12-10-2023,East,Office Supplies,Pen,1,"₹ 1,132.82","₹ 1,132.82",₹ 174.09
2702,CUST331,02-02-2023,East,Electronics,Laptop,4,₹ 370.32,"₹ 1,481.28",₹ 230.13
2709,CUST441,23-09-2024,East,Electronics,Keyboard,7,"₹ 1,171.48","₹ 8,200.36","₹ 1,300.94"
2722,CUST610,09-11-2024,East,Office Supplies,Stapler,2,₹ 215.39,₹ 430.78,₹ 63.19
2724,CUST608,26-01-2023,East,Furniture,Desk,5,₹ 701.46,"₹ 3,507.30",₹ 298.87
2729,CUST760,24-07-2024,East,Furniture,Chair,3,₹ 181.86,₹ 545.58,₹ 144.87
2731,CUST523,09-01-2024,East,Office Supplies,Notebook,5,₹ 629.04,"₹ 3,145.20",₹ 891.57
2741,CUST803,22-05-2024,East,Electronics,Headphones,5,"₹ 1,018.96","₹ 5,094.80","₹ 1,735.93"
2746,CUST417,12-01-2023,East,Electronics,Laptop,9,₹ 576.19,"₹ 5,185.71","₹ 1,748.42"
2748,CUST195,12-09-2024,East,Electronics,Laptop,5,₹ 302.67,"₹ 1,513.35",₹ 193.33
2749,CUST983,17-03-2023,East,Electronics,Smartphone,2,"₹ 1,035.09","₹ 2,070.18",₹ 289.84
2753,CUST515,22-03-2023,East,Electronics,Laptop,2,₹ 813.35,"₹ 1,626.70",₹ 89.10
2759,CUST947,09-03-2023,East,Furniture,Chair,7,₹ 564.69,"₹ 3,952.83",₹ 993.62
2761,CUST635,26-03-2024,East,Office Supplies,Stapler,4,₹ 992.76,"₹ 3,971.04","₹ 1,069.10"
2769,CUST438,23-12-2023,East,Office Supplies,Paper,3,"₹ 1,154.92","₹ 3,464.76",₹ 818.55
2770,CUST994,25-11-2023,East,Furniture,Chair,7,₹ 845.89,"₹ 5,921.23","₹ 1,413.78"
2771,CUST376,12-11-2024,East,Office Supplies,Envelope,9,₹ 134.93,"₹ 1,214.37",₹ 235.30
2772,CUST111,04-11-2023,East,Furniture,Bookshelf,9,₹ 423.20,"₹ 3,808.80","₹ 1,164.46"
2774,CUST804,27-02-2024,East,Furniture,Table,3,₹ 40.84,₹ 122.52,₹ 30.08
2775,CUST853,30-08-2024,East,Furniture,Table,3,"₹ 1,144.94","₹ 3,434.82",₹ 852.56
2787,CUST536,29-03-2024,East,Electronics,Laptop,2,₹ 99.08,₹ 198.16,₹ 14.60
2788,CUST974,18-09-2024,East,Furniture,Cabinet,7,₹ 222.83,"₹ 1,559.81",₹ 210.19
2794,CUST934,29-08-2023,East,Office Supplies,Notebook,7,₹ 447.73,"₹ 3,134.11",₹ 630.53
2795,CUST347,23-08-2024,East,Office Supplies,Pen,3,"₹ 1,013.35","₹ 3,040.05",₹ 921.30
2797,CUST860,14-05-2023,East,Furniture,Desk,3,₹ 657.54,"₹ 1,972.62",₹ 528.16
2799,CUST973,30-09-2023,East,Office Supplies,Pen,5,₹ 912.69,"₹ 4,563.45",₹ 748.16
2802,CUST117,18-12-2023,East,Electronics,Monitor,6,₹ 480.88,"₹ 2,885.28",₹ 739.73
2803,CUST531,31-07-2024,East,Office Supplies,Paper,3,₹ 870.26,"₹ 2,610.78",₹ 759.02
2805,CUST767,12-03-2023,East,Furniture,Cabinet,10,₹ 773.59,"₹ 7,735.90","₹ 1,768.38"
2810,CUST817,08-12-2023,East,Furniture,Table,6,₹ 147.69,₹ 886.14,₹ 229.15
2812,CUST304,10-07-2024,East,Office Supplies,Notebook,3,₹ 381.28,"₹ 1,143.84",₹ 105.88
2816,CUST575,08-10-2023,East,Office Supplies,Notebook,7,₹ 751.23,"₹ 5,258.61","₹ 1,041.89"
2819,CUST697,20-02-2023,East,Furniture,Table,3,"₹ 1,184.98","₹ 3,554.94",₹ 683.58
2827,CUST686,16-07-2024,East,Office Supplies,Paper,3,₹ 822.85,"₹ 2,468.55",₹ 837.55
2832,CUST544,01-06-2023,East,Electronics,Smartphone,7,₹ 521.61,"₹ 3,651.27","₹ 1,104.29"
2837,CUST471,19-11-2023,East,Office Supplies,Paper,7,₹ 402.94,"₹ 2,820.58",₹ 719.48
2838,CUST315,18-10-2023,East,Electronics,Smartphone,4,"₹ 1,075.87","₹ 4,303.48","₹ 1,162.04"
2839,CUST339,19-09-2024,East,Electronics,Keyboard,4,₹ 308.26,"₹ 1,233.04",₹ 406.81
2849,CUST574,03-10-2024,East,Office Supplies,Paper,8,"₹ 1,150.23","₹ 9,201.84","₹ 2,726.69"
2850,CUST954,28-11-2024,East,Electronics,Laptop,7,₹ 349.63,"₹ 2,447.41",₹ 615.90
2855,CUST119,28-04-2023,East,Office Supplies,Envelope,9,₹ 675.30,"₹ 6,077.70","₹ 1,138.17"
2856,CUST893,19-06-2023,East,Furniture,Desk,7,₹ 43.47,₹ 304.29,₹ 98.94
2861,CUST136,16-07-2023,East,Office Supplies,Paper,7,₹ 338.99,"₹ 2,372.93",₹ 291.15
2862,CUST498,25-04-2023,East,Office Supplies,Paper,9,₹ 67.38,₹ 606.42,₹ 40.56
2863,CUST560,26-10-2023,East,Office Supplies,Notebook,5,₹ 595.88,"₹ 2,979.40",₹ 910.18
2865,CUST877,20-06-2024,East,Furniture,Cabinet,9,₹ 45.44,₹ 408.96,₹ 67.25
2868,CUST786,03-04-2023,East,Electronics,Smartphone,9,"₹ 1,081.71","₹ 9,735.39","₹ 2,139.36"
2874,CUST444,31-10-2024,East,Office Supplies,Pen,4,₹ 653.56,"₹ 2,614.24",₹ 652.32
2894,CUST884,23-10-2024,East,Furniture,Bookshelf,5,₹ 877.15,"₹ 4,385.75",₹ 765.33
2899,CUST732,02-02-2023,East,Electronics,Monitor,5,₹ 890.29,"₹ 4,451.45",₹ 574.21
2901,CUST368,17-08-2023,East,Furniture,Bookshelf,3,₹ 879.13,"₹ 2,637.39",₹ 824.74
2911,CUST403,28-04-2024,East,Furniture,Bookshelf,4,₹ 167.52,₹ 670.08,₹ 112.62
2917,CUST617,20-05-2024,East,Furniture,Bookshelf,1,"₹ 1,047.39","₹ 1,047.39",₹ 258.34
2918,CUST526,24-06-2023,East,Furniture,Chair,10,₹ 70.75,₹ 707.50,₹ 223.42
2919,CUST499,08-08-2024,East,Office Supplies,Stapler,3,₹ 60.06,₹ 180.18,₹ 52.21
2920,CUST891,02-12-2023,East,Office Supplies,Pen,5,₹ 147.66,₹ 738.30,₹ 190.63
2929,CUST512,30-08-2023,East,Office Supplies,Notebook,5,₹ 486.75,"₹ 2,433.75",₹ 524.43
2935,CUST530,03-10-2024,East,Furniture,Cabinet,8,₹ 167.18,"₹ 1,337.44",₹ 449.44
2936,CUST356,05-08-2024,East,Furniture,Desk,4,₹ 978.62,"₹ 3,914.48","₹ 1,299.66"
2938,CUST826,23-11-2023,East,Furniture,Bookshelf,1,"₹ 1,089.57","₹ 1,089.57",₹ 178.97
2956,CUST846,02-07-2023,East,Electronics,Headphones,6,"₹ 1,062.22","₹ 6,373.32",₹ 547.97
2959,CUST675,01-10-2024,East,Electronics,Laptop,9,"₹ 1,183.42","₹ 10,650.78","₹ 2,704.01"
2960,CUST872,29-08-2023,East,Office Supplies,Paper,3,₹ 917.41,"₹ 2,752.23",₹ 770.83
2961,CUST628,05-07-2023,East,Office Supplies,Pen,10,"₹ 1,113.85","₹ 11,138.50","₹ 3,182.27"
2964,CUST928,04-01-2024,East,Electronics,Headphones,2,₹ 635.17,"₹ 1,270.34",₹ 374.89
2965,CUST878,01-09-2024,East,Office Supplies,Pen,8,₹ 60.44,₹ 483.52,₹ 90.28
2966,CUST821,12-10-2023,East,Electronics,Monitor,3,₹ 726.92,"₹ 2,180.76",₹ 299.29
2967,CUST368,28-10-2024,East,Electronics,Smartphone,10,₹ 395.68,"₹ 3,956.80",₹ 898.12
2972,CUST424,23-02-2023,East,Office Supplies,Paper,4,₹ 947.98,"₹ 3,791.92",₹ 434.55
2976,CUST929,16-01-2023,East,Furniture,Chair,9,₹ 535.91,"₹ 4,823.19",₹ 561.97
2979,CUST642,19-02-2024,East,Electronics,Headphones,3,₹ 570.38,"₹ 1,711.14",₹ 311.54
2980,CUST710,17-08-2023,East,Electronics,Laptop,6,₹ 406.35,"₹ 2,438.10",₹ 589.46
2987,CUST595,19-02-2023,East,Electronics,Headphones,1,₹ 503.38,₹ 503.38,₹ 32.91
2996,CUST151,05-05-2023,East,Office Supplies,Paper,4,₹ 751.03,"₹ 3,004.12",₹ 682.22
3004,CUST383,10-12-2023,East,Furniture,Bookshelf,7,₹ 71.61,₹ 501.27,₹ 58.32
3007,CUST942,14-09-2023,East,Furniture,Chair,5,₹ 696.16,"₹ 3,480.80",₹ 735.76
3009,CUST837,11-01-2023,East,Office Supplies,Notebook,5,₹ 743.76,"₹ 3,718.80",₹ 681.99
3011,CUST925,29-07-2023,East,Furniture,Bookshelf,4,₹ 978.11,"₹ 3,912.44",₹ 977.93
3014,CUST285,24-08-2023,East,Electronics,Smartphone,8,₹ 542.29,"₹ 4,338.32",₹ 251.38
3018,CUST510,23-01-2023,East,Office Supplies,Envelope,4,₹ 635.68,"₹ 2,542.72",₹ 774.60
3021,CUST299,01-03-2024,East,Electronics,Keyboard,2,₹ 7.82,₹ 15.64,₹ 2.97
3029,CUST562,15-04-2024,East,Furniture,Chair,7,₹ 621.97,"₹ 4,353.79","₹ 1,488.88"
3032,CUST557,14-06-2024,East,Furniture,Desk,1,₹ 724.56,₹ 724.56,₹ 199.33
3033,CUST387,26-12-2024,East,Electronics,Monitor,8,₹ 332.17,"₹ 2,657.36",₹ 432.97
3036,CUST767,03-10-2023,East,Office Supplies,Envelope,10,₹ 772.57,"₹ 7,725.70","₹ 2,396.23"
3037,CUST129,03-06-2023,East,Office Supplies,Pen,8,₹ 700.85,"₹ 5,606.80","₹ 1,852.83"
3038,CUST795,28-03-2023,East,Office Supplies,Paper,1,"₹ 1,005.77","₹ 1,005.77",₹ 236.28
3040,CUST530,05-10-2024,East,Electronics,Monitor,3,₹ 373.70,"₹ 1,121.10",₹ 195.14
3050,CUST619,30-09-2024,East,Furniture,Cabinet,10,₹ 147.74,"₹ 1,477.40",₹ 217.52
3052,CUST721,26-11-2023,East,Furniture,Table,3,₹ 236.09,₹ 708.27,₹ 213.65
3054,CUST908,15-04-2023,East,Electronics,Monitor,9,"₹ 1,135.47","₹ 10,219.23",₹ 675.45
3056,CUST675,10-02-2024,East,Furniture,Bookshelf,7,₹ 474.50,"₹ 3,321.50",₹ 821.16
3060,CUST761,08-09-2023,East,Electronics,Monitor,9,₹ 396.15,"₹ 3,565.35",₹ 644.83
3065,CUST793,06-02-2023,East,Furniture,Desk,4,"₹ 1,190.87","₹ 4,763.48",₹ 338.67
3068,CUST426,30-09-2023,East,Office Supplies,Pen,3,₹ 787.77,"₹ 2,363.31",₹ 204.78
3076,CUST480,20-04-2023,East,Office Supplies,Stapler,7,₹ 37.98,₹ 265.86,₹ 82.34
3088,CUST794,18-09-2024,East,Furniture,Chair,5,₹ 618.22,"₹ 3,091.10",₹ 935.53
3091,CUST945,06-02-2023,East,Furniture,Bookshelf,2,₹ 67.72,₹ 135.44,₹ 25.92
3097,CUST126,15-08-2024,East,Electronics,Headphones,2,₹ 914.86,"₹ 1,829.72",₹ 315.49
3102,CUST169,23-01-2023,East,Electronics,Monitor,9,₹ 279.80,"₹ 2,518.20",₹ 188.77
3106,CUST539,27-05-2024,East,Electronics,Monitor,5,₹ 845.94,"₹ 4,229.70",₹ 868.62
3108,CUST494,07-08-2023,East,Furniture,Cabinet,5,₹ 801.56,"₹ 4,007.80","₹ 1,141.85"
3109,CUST978,03-03-2023,East,Office Supplies,Stapler,6,₹ 355.94,"₹ 2,135.64",₹ 387.13
3115,CUST925,15-08-2023,East,Office Supplies,Paper,7,₹ 110.31,₹ 772.17,₹ 258.48
3125,CUST622,23-11-2024,East,Electronics,Laptop,1,₹ 416.32,₹ 416.32,₹ 122.85
3126,CUST593,30-06-2023,East,Electronics,Smartphone,8,₹ 388.20,"₹ 3,105.60",₹ 653.15
3129,CUST945,30-07-2024,East,Furniture,Table,8,₹ 363.61,"₹ 2,908.88",₹ 671.03
3132,CUST225,30-04-2023,East,Office Supplies,Stapler,5,₹ 473.38,"₹ 2,366.90",₹ 314.15
3133,CUST797,17-12-2024,East,Office Supplies,Notebook,10,"₹ 1,190.44","₹ 11,904.40","₹ 1,597.98"
3134,CUST332,15-08-2024,East,Office Supplies,Stapler,6,"₹ 1,043.49","₹ 6,260.94",₹ 527.39
3138,CUST675,27-10-2023,East,Furniture,Bookshelf,4,₹ 382.50,"₹ 1,530.00",₹ 433.96
3149,CUST147,05-09-2023,East,Furniture,Chair,10,₹ 605.78,"₹ 6,057.80","₹ 1,989.62"
3150,CUST101,24-03-2023,East,Office Supplies,Stapler,6,₹ 886.87,"₹ 5,321.22",₹ 955.93
3153,CUST250,29-12-2023,East,Office Supplies,Stapler,10,₹ 251.70,"₹ 2,517.00",₹ 187.41
3154,CUST588,22-07-2023,East,Furniture,Desk,8,₹ 121.79,₹ 974.32,₹ 60.97
3157,CUST461,18-05-2024,East,Electronics,Keyboard,2,₹ 347.70,₹ 695.40,₹ 57.86
3160,CUST350,14-12-2024,East,Furniture,Desk,4,₹ 396.35,"₹ 1,585.40",₹ 430.46
3169,CUST645,22-08-2024,East,Office Supplies,Envelope,3,₹ 974.98,"₹ 2,924.94",₹ 248.38
3176,CUST346,01-12-2023,East,Furniture,Cabinet,1,₹ 655.07,₹ 655.07,₹ 210.39
3179,CUST946,10-08-2023,East,Furniture,Table,8,₹ 191.79,"₹ 1,534.32",₹ 175.80
3185,CUST269,21-02-2023,East,Electronics,Headphones,9,₹ 640.47,"₹ 5,764.23",₹ 558.88
3186,CUST559,26-12-2024,East,Electronics,Smartphone,3,₹ 925.07,"₹ 2,775.21",₹ 396.23
3189,CUST305,05-02-2024,East,Furniture,Table,8,₹ 463.61,"₹ 3,708.88",₹ 683.79
3195,CUST973,29-08-2023,East,Furniture,Bookshelf,5,₹ 340.79,"₹ 1,703.95",₹ 225.45
3198,CUST818,01-04-2024,East,Furniture,Chair,5,₹ 498.83,"₹ 2,494.15",₹ 511.45
3200,CUST133,12-03-2023,East,Furniture,Table,9,₹ 695.25,"₹ 6,257.25","₹ 1,840.19"
3208,CUST642,13-08-2023,East,Electronics,Monitor,9,"₹ 1,088.54","₹ 9,796.86","₹ 2,560.36"
3210,CUST871,22-08-2024,East,Office Supplies,Pen,7,"₹ 1,031.90","₹ 7,223.30","₹ 1,713.94"
3218,CUST295,07-11-2023,East,Furniture,Desk,9,"₹ 1,086.16","₹ 9,775.44","₹ 2,932.34"
3220,CUST667,30-06-2023,East,Office Supplies,Notebook,2,₹ 12.12,₹ 24.24,₹ 5.53
3224,CUST951,30-07-2024,East,Furniture,Desk,5,₹ 941.66,"₹ 4,708.30","₹ 1,485.61"
3225,CUST891,11-05-2023,East,Furniture,Desk,9,₹ 454.37,"₹ 4,089.33","₹ 1,080.63"
3230,CUST985,19-06-2024,East,Furniture,Table,3,₹ 182.03,₹ 546.09,₹ 77.68
3240,CUST273,26-04-2023,East,Office Supplies,Paper,4,₹ 462.22,"₹ 1,848.88",₹ 598.17
3241,CUST960,01-03-2023,East,Furniture,Table,1,₹ 723.01,₹ 723.01,₹ 196.50
3242,CUST451,28-02-2023,East,Office Supplies,Envelope,5,₹ 93.54,₹ 467.70,₹ 159.22
3243,CUST572,08-01-2024,East,Office Supplies,Envelope,7,₹ 287.62,"₹ 2,013.34",₹ 668.29
3245,CUST214,25-07-2023,East,Furniture,Cabinet,7,₹ 190.27,"₹ 1,331.89",₹ 74.17
3250,CUST132,09-11-2024,East,Electronics,Monitor,8,₹ 435.82,"₹ 3,486.56","₹ 1,126.52"
3251,CUST799,18-11-2024,East,Electronics,Smartphone,10,₹ 590.25,"₹ 5,902.50","₹ 1,787.01"
3253,CUST997,14-09-2023,East,Electronics,Smartphone,3,₹ 929.57,"₹ 2,788.71",₹ 416.13
3255,CUST819,30-10-2024,East,Electronics,Smartphone,5,₹ 801.40,"₹ 4,007.00","₹ 1,166.88"
3260,CUST432,01-01-2023,East,Electronics,Monitor,8,"₹ 1,164.25","₹ 9,314.00","₹ 2,316.34"
3262,CUST619,01-03-2023,East,Furniture,Desk,4,₹ 29.94,₹ 119.76,₹ 11.85
3265,CUST551,17-03-2024,East,Electronics,Keyboard,4,₹ 551.63,"₹ 2,206.52",₹ 529.28
3276,CUST985,08-10-2023,East,Electronics,Smartphone,2,₹ 421.59,₹ 843.18,₹ 182.61
3281,CUST316,08-04-2023,East,Office Supplies,Stapler,9,₹ 680.22,"₹ 6,121.98","₹ 1,100.92"
3285,CUST957,06-06-2024,East,Furniture,Bookshelf,3,₹ 496.26,"₹ 1,488.78",₹ 199.98
3290,CUST518,06-02-2024,East,Electronics,Keyboard,10,₹ 490.41,"₹ 4,904.10","₹ 1,539.10"
3292,CUST708,08-12-2023,East,Office Supplies,Paper,2,₹ 562.61,"₹ 1,125.22",₹ 354.11
3302,CUST420,29-08-2023,East,Furniture,Table,5,₹ 812.95,"₹ 4,064.75",₹ 906.09
3309,CUST431,20-02-2023,East,Electronics,Monitor,6,₹ 145.64,₹ 873.84,₹ 257.59
3313,CUST290,19-08-2024,East,Electronics,Smartphone,6,₹ 811.44,"₹ 4,868.64",₹ 948.57
3324,CUST423,23-05-2024,East,Electronics,Headphones,3,₹ 485.23,"₹ 1,455.69",₹ 249.40
3326,CUST127,23-11-2024,East,Office Supplies,Envelope,7,₹ 840.03,"₹ 5,880.21",₹ 295.15
3333,CUST618,13-09-2024,East,Office Supplies,Stapler,3,₹ 10.82,₹ 32.46,₹ 1.63
3336,CUST576,17-03-2023,East,Electronics,Headphones,8,₹ 659.43,"₹ 5,275.44","₹ 1,451.81"
3340,CUST470,25-04-2024,East,Electronics,Keyboard,6,₹ 279.03,"₹ 1,674.18",₹ 263.42
3342,CUST218,13-06-2023,East,Furniture,Desk,1,₹ 506.90,₹ 506.90,₹ 100.36
3345,CUST788,24-12-2024,East,Electronics,Keyboard,2,₹ 51.24,₹ 102.48,₹ 34.84
3347,CUST827,01-07-2024,East,Office Supplies,Notebook,9,"₹ 1,103.28","₹ 9,929.52",₹ 713.62
3350,CUST876,30-08-2024,East,Electronics,Keyboard,8,₹ 509.15,"₹ 4,073.20","₹ 1,147.24"
3359,CUST636,25-10-2023,East,Office Supplies,Stapler,5,₹ 375.01,"₹ 1,875.05",₹ 186.91
3367,CUST932,10-04-2024,East,Furniture,Chair,4,₹ 415.71,"₹ 1,662.84",₹ 240.10
3368,CUST175,01-01-2024,East,Electronics,Smartphone,10,₹ 896.79,"₹ 8,967.90",₹ 848.49
3370,CUST860,31-03-2023,East,Electronics,Headphones,1,₹ 941.62,₹ 941.62,₹ 231.74
3375,CUST606,12-01-2023,East,Furniture,Cabinet,7,₹ 664.90,"₹ 4,654.30","₹ 1,321.50"
3381,CUST267,12-12-2024,East,Furniture,Cabinet,6,₹ 746.68,"₹ 4,480.08",₹ 315.27
3384,CUST699,03-12-2024,East,Office Supplies,Envelope,5,₹ 283.28,"₹ 1,416.40",₹ 432.07
3387,CUST289,14-05-2024,East,Office Supplies,Pen,9,₹ 553.91,"₹ 4,985.19","₹ 1,626.23"
3388,CUST511,08-08-2023,East,Office Supplies,Envelope,5,₹ 320.41,"₹ 1,602.05",₹ 360.61
3396,CUST861,19-12-2024,East,Electronics,Smartphone,10,"₹ 1,143.11","₹ 11,431.10","₹ 3,413.11"
3398,CUST512,08-11-2024,East,Electronics,Headphones,8,₹ 346.85,"₹ 2,774.80",₹ 282.67
3401,CUST641,28-12-2023,East,Electronics,Headphones,3,₹ 982.44,"₹ 2,947.32",₹ 363.20
3415,CUST538,03-09-2023,East,Electronics,Laptop,10,₹ 434.92,"₹ 4,349.20",₹ 285.05
3419,CUST951,02-10-2023,East,Electronics,Monitor,4,"₹ 1,057.53","₹ 4,230.12",₹ 240.41
3421,CUST649,16-10-2024,East,Office Supplies,Envelope,2,₹ 326.95,₹ 653.90,₹ 226.78
3425,CUST419,24-03-2023,East,Furniture,Chair,6,₹ 739.15,"₹ 4,434.90",₹ 662.71
3426,CUST953,20-05-2023,East,Furniture,Chair,5,₹ 837.39,"₹ 4,186.95","₹ 1,127.16"
3434,CUST286,25-08-2024,East,Electronics,Monitor,1,"₹ 1,022.62","₹ 1,022.62",₹ 102.69
3440,CUST931,30-06-2024,East,Electronics,Monitor,10,₹ 627.37,"₹ 6,273.70","₹ 2,118.93"
3449,CUST606,02-03-2023,East,Furniture,Desk,10,₹ 874.79,"₹ 8,747.90","₹ 1,233.35"
3453,CUST163,19-11-2024,East,Office Supplies,Stapler,8,"₹ 1,158.55","₹ 9,268.40","₹ 2,802.79"
3454,CUST376,10-11-2024,East,Electronics,Headphones,8,"₹ 1,171.33","₹ 9,370.64","₹ 2,861.03"
3461,CUST155,13-08-2024,East,Furniture,Bookshelf,1,₹ 170.36,₹ 170.36,₹ 48.83
3462,CUST382,25-09-2024,East,Office Supplies,Stapler,7,₹ 619.59,"₹ 4,337.13",₹ 726.14
3463,CUST258,02-01-2023,East,Office Supplies,Pen,2,₹ 315.13,₹ 630.26,₹ 38.14
3466,CUST791,09-04-2024,East,Furniture,Chair,9,₹ 226.07,"₹ 2,034.63",₹ 442.30
3467,CUST204,11-12-2024,East,Furniture,Table,1,₹ 892.17,₹ 892.17,₹ 122.40
3469,CUST619,15-11-2024,East,Office Supplies,Notebook,6,"₹ 1,092.08","₹ 6,552.48","₹ 2,152.79"
3479,CUST922,19-11-2023,East,Electronics,Headphones,2,₹ 756.33,"₹ 1,512.66",₹ 408.34
3486,CUST370,23-08-2023,East,Furniture,Desk,3,"₹ 1,012.31","₹ 3,036.93",₹ 281.64
3487,CUST976,09-12-2024,East,Office Supplies,Stapler,6,₹ 118.72,₹ 712.32,₹ 104.29
3491,CUST878,09-04-2023,East,Electronics,Keyboard,2,₹ 167.66,₹ 335.32,₹ 104.02
3492,CUST618,13-08-2024,East,Furniture,Chair,5,₹ 309.57,"₹ 1,547.85",₹ 313.81
3499,CUST426,21-02-2024,East,Office Supplies,Pen,8,₹ 492.17,"₹ 3,937.36",₹ 826.94
3507,CUST380,24-03-2023,East,Electronics,Smartphone,2,₹ 726.84,"₹ 1,453.68",₹ 147.79
3508,CUST810,12-11-2024,East,Furniture,Cabinet,9,₹ 572.18,"₹ 5,149.62",₹ 880.06
3510,CUST626,22-01-2023,East,Furniture,Table,2,₹ 694.14,"₹ 1,388.28",₹ 79.41
3513,CUST779,07-11-2024,East,Furniture,Bookshelf,8,₹ 444.73,"₹ 3,557.84",₹ 625.91
3514,CUST602,25-03-2024,East,Electronics,Monitor,9,₹ 456.88,"₹ 4,111.92",₹ 284.27
3516,CUST304,27-11-2024,East,Electronics,Headphones,6,"₹ 1,054.69","₹ 6,328.14","₹ 1,704.17"
3524,CUST228,13-07-2024,East,Office Supplies,Stapler,7,₹ 821.21,"₹ 5,748.47","₹ 1,618.13"
3525,CUST121,28-01-2024,East,Office Supplies,Stapler,1,"₹ 1,119.86","₹ 1,119.86",₹ 289.51
3535,CUST987,05-05-2024,East,Office Supplies,Pen,10,₹ 979.52,"₹ 9,795.20","₹ 2,255.74"
3540,CUST647,29-09-2023,East,Electronics,Headphones,5,₹ 696.10,"₹ 3,480.50","₹ 1,025.19"
3541,CUST272,19-04-2024,East,Office Supplies,Paper,8,"₹ 1,076.05","₹ 8,608.40","₹ 2,379.38"
3550,CUST563,01-12-2024,East,Electronics,Laptop,4,"₹ 1,170.29","₹ 4,681.16","₹ 1,230.12"
3551,CUST300,21-12-2024,East,Office Supplies,Stapler,7,"₹ 1,122.19","₹ 7,855.33","₹ 1,352.25"
3554,CUST960,14-07-2023,East,Office Supplies,Envelope,7,₹ 755.76,"₹ 5,290.32","₹ 1,825.80"
3555,CUST573,25-10-2023,East,Electronics,Monitor,1,₹ 431.04,₹ 431.04,₹ 103.11
3557,CUST529,21-11-2024,East,Office Supplies,Notebook,2,₹ 654.51,"₹ 1,309.02",₹ 71.99
3561,CUST168,06-06-2023,East,Furniture,Bookshelf,4,₹ 24.67,₹ 98.68,₹ 24.55
3566,CUST132,18-04-2024,East,Electronics,Smartphone,8,"₹ 1,065.52","₹ 8,524.16",₹ 988.18
3569,CUST480,07-09-2024,East,Electronics,Laptop,1,₹ 780.39,₹ 780.39,₹ 235.42
3572,CUST739,28-08-2024,East,Office Supplies,Envelope,2,"₹ 1,139.72","₹ 2,279.44",₹ 340.13
3578,CUST341,16-09-2024,East,Office Supplies,Pen,1,₹ 696.58,₹ 696.58,₹ 139.20
3582,CUST207,09-02-2023,East,Furniture,Chair,9,"₹ 1,162.48","₹ 10,462.32","₹ 3,642.36"
3584,CUST619,12-09-2023,East,Electronics,Laptop,10,₹ 559.72,"₹ 5,597.20","₹ 1,511.09"
3587,CUST944,05-12-2024,East,Electronics,Smartphone,6,"₹ 1,002.27","₹ 6,013.62",₹ 567.79
3593,CUST836,13-11-2023,East,Office Supplies,Envelope,7,₹ 366.04,"₹ 2,562.28",₹ 366.89
3594,CUST160,06-11-2024,East,Office Supplies,Notebook,10,₹ 716.32,"₹ 7,163.20","₹ 1,707.47"
